actualy,yhat,id,text
0,0.00019250169341480412,446,This is some demo text: lorem ipsum ...
0,0.0001928315036729602,1474,This is some demo text: lorem ipsum ...
0,0.0001928645219142948,1594,This is some demo text: lorem ipsum ...
0,0.00019486642739562966,1041,This is some demo text: lorem ipsum ...
0,0.00019747476907867,1972,This is some demo text: lorem ipsum ...
0,0.00019814363913362912,1396,This is some demo text: lorem ipsum ...
0,0.00020467111549695834,2266,This is some demo text: lorem ipsum ...
0,0.0002066418318848017,2274,This is some demo text: lorem ipsum ...
0,0.00020824494031908595,159,This is some demo text: lorem ipsum ...
0,0.0002101222457972903,1416,This is some demo text: lorem ipsum ...
0,0.00021261940777509547,2334,This is some demo text: lorem ipsum ...
0,0.00021817179577040535,1792,This is some demo text: lorem ipsum ...
0,0.00022030912631080008,2190,This is some demo text: lorem ipsum ...
0,0.00022517776000701638,451,This is some demo text: lorem ipsum ...
0,0.0002252581970472097,599,This is some demo text: lorem ipsum ...
0,0.0002279497120284364,181,This is some demo text: lorem ipsum ...
0,0.00023147464362303382,1877,This is some demo text: lorem ipsum ...
0,0.00023574945699867555,1257,This is some demo text: lorem ipsum ...
0,0.00023866313164276883,2022,This is some demo text: lorem ipsum ...
0,0.00023999979558207967,1241,This is some demo text: lorem ipsum ...
0,0.0002449344344757739,1035,This is some demo text: lorem ipsum ...
0,0.00024616349681317034,2166,This is some demo text: lorem ipsum ...
0,0.0002474053222959243,440,This is some demo text: lorem ipsum ...
0,0.00025104836358793566,2331,This is some demo text: lorem ipsum ...
0,0.0002534400932938881,2314,This is some demo text: lorem ipsum ...
0,0.00025435662333751855,1022,This is some demo text: lorem ipsum ...
0,0.0002591794627597375,2065,This is some demo text: lorem ipsum ...
0,0.0002603513181858698,301,This is some demo text: lorem ipsum ...
0,0.0002709499101183037,900,This is some demo text: lorem ipsum ...
0,0.00027734476250152574,130,This is some demo text: lorem ipsum ...
0,0.00028019774409863816,985,This is some demo text: lorem ipsum ...
0,0.00028055061432975397,850,This is some demo text: lorem ipsum ...
0,0.00028548065095515215,2495,This is some demo text: lorem ipsum ...
0,0.00029186639378267655,908,This is some demo text: lorem ipsum ...
0,0.0002968157825591646,1377,This is some demo text: lorem ipsum ...
0,0.00030340581150472526,398,This is some demo text: lorem ipsum ...
0,0.00031280746294102505,1641,This is some demo text: lorem ipsum ...
0,0.0003200068090030668,368,This is some demo text: lorem ipsum ...
0,0.0003252196804378377,649,This is some demo text: lorem ipsum ...
0,0.00032894765938426844,718,This is some demo text: lorem ipsum ...
0,0.0003319460375131992,20,This is some demo text: lorem ipsum ...
0,0.00033367678179497124,2133,This is some demo text: lorem ipsum ...
0,0.00033473749746429826,2338,This is some demo text: lorem ipsum ...
0,0.0003348043003619186,1090,This is some demo text: lorem ipsum ...
0,0.0003348847508106959,1918,This is some demo text: lorem ipsum ...
0,0.00033679748706297807,67,This is some demo text: lorem ipsum ...
0,0.00033937320575243144,1764,This is some demo text: lorem ipsum ...
0,0.0003438915602947423,1540,This is some demo text: lorem ipsum ...
0,0.0003497019024088612,2082,This is some demo text: lorem ipsum ...
0,0.00035280976653682446,1801,This is some demo text: lorem ipsum ...
0,0.00035388048217494883,1514,This is some demo text: lorem ipsum ...
0,0.0003543099325892316,555,This is some demo text: lorem ipsum ...
0,0.0003551437377386951,59,This is some demo text: lorem ipsum ...
0,0.00035556149026859797,1691,This is some demo text: lorem ipsum ...
0,0.000358309464562923,2062,This is some demo text: lorem ipsum ...
0,0.0003614800964532919,2422,This is some demo text: lorem ipsum ...
0,0.00037094886074741785,1634,This is some demo text: lorem ipsum ...
0,0.00037447807361590924,2479,This is some demo text: lorem ipsum ...
0,0.00038535464143773314,732,This is some demo text: lorem ipsum ...
0,0.0003984414764409756,298,This is some demo text: lorem ipsum ...
0,0.0004020283062051602,665,This is some demo text: lorem ipsum ...
0,0.0004092840025420702,1670,This is some demo text: lorem ipsum ...
0,0.0004134483995518613,82,This is some demo text: lorem ipsum ...
0,0.0004162691378345989,2203,This is some demo text: lorem ipsum ...
0,0.0004221439749974252,604,This is some demo text: lorem ipsum ...
0,0.0004296293804716984,1182,This is some demo text: lorem ipsum ...
0,0.00043738732082568185,1650,This is some demo text: lorem ipsum ...
0,0.0004396573826528168,1427,This is some demo text: lorem ipsum ...
0,0.0004399819057606948,1988,This is some demo text: lorem ipsum ...
0,0.0004420206735921307,412,This is some demo text: lorem ipsum ...
0,0.00044238081084061506,1557,This is some demo text: lorem ipsum ...
0,0.00045138544130425914,2285,This is some demo text: lorem ipsum ...
0,0.00045162399940793804,339,This is some demo text: lorem ipsum ...
0,0.0004658336014395369,90,This is some demo text: lorem ipsum ...
0,0.00047663005486374145,2225,This is some demo text: lorem ipsum ...
0,0.0004810645231445821,541,This is some demo text: lorem ipsum ...
0,0.0004892237370529007,433,This is some demo text: lorem ipsum ...
0,0.0004973374403771112,256,This is some demo text: lorem ipsum ...
0,0.0004994416229716196,694,This is some demo text: lorem ipsum ...
0,0.0005034655408791591,2182,This is some demo text: lorem ipsum ...
0,0.0005079107703697075,1606,This is some demo text: lorem ipsum ...
0,0.0005107190561119992,1886,This is some demo text: lorem ipsum ...
0,0.0005170421405775307,321,This is some demo text: lorem ipsum ...
0,0.0005179036026008601,534,This is some demo text: lorem ipsum ...
0,0.0005195706074577377,1186,This is some demo text: lorem ipsum ...
0,0.0005202378751414863,1575,This is some demo text: lorem ipsum ...
0,0.0005337819567436113,961,This is some demo text: lorem ipsum ...
0,0.0005351257755801122,1864,This is some demo text: lorem ipsum ...
0,0.000535370329509653,594,This is some demo text: lorem ipsum ...
0,0.0005414250306990391,365,This is some demo text: lorem ipsum ...
0,0.0005434990680603476,668,This is some demo text: lorem ipsum ...
0,0.0005478837070858063,2184,This is some demo text: lorem ipsum ...
0,0.0005487147569632359,2458,This is some demo text: lorem ipsum ...
0,0.0005495779980081172,1289,This is some demo text: lorem ipsum ...
0,0.0005516050065292183,1676,This is some demo text: lorem ipsum ...
0,0.0005523859160368274,1033,This is some demo text: lorem ipsum ...
0,0.0005587988981204631,535,This is some demo text: lorem ipsum ...
0,0.0005643041303799849,1242,This is some demo text: lorem ipsum ...
0,0.000569061714409121,1509,This is some demo text: lorem ipsum ...
0,0.0005725201397351541,605,This is some demo text: lorem ipsum ...
0,0.0005729763654380813,2167,This is some demo text: lorem ipsum ...
0,0.0005799553600560753,871,This is some demo text: lorem ipsum ...
0,0.0005875662131836044,46,This is some demo text: lorem ipsum ...
0,0.0005893015059637995,169,This is some demo text: lorem ipsum ...
0,0.0006018229179126529,1046,This is some demo text: lorem ipsum ...
0,0.0006147285450042646,1551,This is some demo text: lorem ipsum ...
0,0.0006171966133156736,1185,This is some demo text: lorem ipsum ...
0,0.0006174928604734573,2179,This is some demo text: lorem ipsum ...
0,0.000619040501160292,1816,This is some demo text: lorem ipsum ...
0,0.0006216675376775866,2300,This is some demo text: lorem ipsum ...
0,0.0006221968183648866,1525,This is some demo text: lorem ipsum ...
0,0.0006253421627149765,1956,This is some demo text: lorem ipsum ...
0,0.0006255886760779403,1366,This is some demo text: lorem ipsum ...
0,0.0006273772898339198,36,This is some demo text: lorem ipsum ...
0,0.000640096586253925,1885,This is some demo text: lorem ipsum ...
0,0.0006410045084771311,2005,This is some demo text: lorem ipsum ...
0,0.0006764095880133953,788,This is some demo text: lorem ipsum ...
0,0.0006836677961361044,2102,This is some demo text: lorem ipsum ...
0,0.0006970144017756908,1882,This is some demo text: lorem ipsum ...
0,0.0007040392015779337,1635,This is some demo text: lorem ipsum ...
0,0.000711203525034172,1991,This is some demo text: lorem ipsum ...
0,0.000712249856446108,487,This is some demo text: lorem ipsum ...
0,0.0007346765494944114,1807,This is some demo text: lorem ipsum ...
0,0.0007363459030553071,2462,This is some demo text: lorem ipsum ...
0,0.0007391438253320796,2295,This is some demo text: lorem ipsum ...
0,0.0007477893356715874,1818,This is some demo text: lorem ipsum ...
0,0.0007516002809895076,2186,This is some demo text: lorem ipsum ...
0,0.0007559567442211181,1487,This is some demo text: lorem ipsum ...
0,0.0007566371826766539,1468,This is some demo text: lorem ipsum ...
0,0.0007574846964438362,1156,This is some demo text: lorem ipsum ...
0,0.0007630599708568176,2209,This is some demo text: lorem ipsum ...
0,0.0007743422826745652,124,This is some demo text: lorem ipsum ...
0,0.0007785204212493351,2393,This is some demo text: lorem ipsum ...
0,0.0007851189848158376,1893,This is some demo text: lorem ipsum ...
0,0.0007946532532547174,663,This is some demo text: lorem ipsum ...
0,0.0008018481945535023,1558,This is some demo text: lorem ipsum ...
0,0.0008088148664326766,1687,This is some demo text: lorem ipsum ...
0,0.0008198389322464362,785,This is some demo text: lorem ipsum ...
0,0.000827215146908815,444,This is some demo text: lorem ipsum ...
0,0.0008327022195075558,950,This is some demo text: lorem ipsum ...
0,0.0008359675311067079,2148,This is some demo text: lorem ipsum ...
0,0.000836460315725247,2306,This is some demo text: lorem ipsum ...
0,0.0008499014518745259,1318,This is some demo text: lorem ipsum ...
0,0.0008524765621000177,123,This is some demo text: lorem ipsum ...
0,0.0008590081306031995,633,This is some demo text: lorem ipsum ...
0,0.0008753110579719975,853,This is some demo text: lorem ipsum ...
0,0.0008864281977242166,560,This is some demo text: lorem ipsum ...
0,0.0008878497909656841,654,This is some demo text: lorem ipsum ...
0,0.000887983703928297,1415,This is some demo text: lorem ipsum ...
0,0.000895511204242226,2048,This is some demo text: lorem ipsum ...
0,0.0009064806622894938,320,This is some demo text: lorem ipsum ...
0,0.0009065897073631051,370,This is some demo text: lorem ipsum ...
0,0.0009081872245019094,11,This is some demo text: lorem ipsum ...
0,0.0009094311321098687,1531,This is some demo text: lorem ipsum ...
0,0.000931234070325346,863,This is some demo text: lorem ipsum ...
0,0.0009328248303923744,95,This is some demo text: lorem ipsum ...
0,0.0009471735870016906,1308,This is some demo text: lorem ipsum ...
0,0.0009477573244846567,2007,This is some demo text: lorem ipsum ...
0,0.0009530876853910674,1850,This is some demo text: lorem ipsum ...
0,0.0009589431781204457,544,This is some demo text: lorem ipsum ...
0,0.0009601838894418487,1114,This is some demo text: lorem ipsum ...
0,0.0009748181158941786,1503,This is some demo text: lorem ipsum ...
0,0.0009806148231402323,1622,This is some demo text: lorem ipsum ...
0,0.0010050162693635096,1196,This is some demo text: lorem ipsum ...
0,0.0010106273138239862,1063,This is some demo text: lorem ipsum ...
0,0.0010207867095234668,1301,This is some demo text: lorem ipsum ...
0,0.0010266242029528083,1137,This is some demo text: lorem ipsum ...
0,0.0010334792170175137,351,This is some demo text: lorem ipsum ...
0,0.0010367026105773832,1093,This is some demo text: lorem ipsum ...
0,0.0010371186920180532,211,This is some demo text: lorem ipsum ...
0,0.0010533584730583788,202,This is some demo text: lorem ipsum ...
0,0.0010655013257647428,561,This is some demo text: lorem ipsum ...
0,0.0010792265059235476,118,This is some demo text: lorem ipsum ...
0,0.0010833856119230494,1955,This is some demo text: lorem ipsum ...
0,0.0010999743047149858,1232,This is some demo text: lorem ipsum ...
0,0.0011026229548349443,419,This is some demo text: lorem ipsum ...
0,0.0011072702419715366,1491,This is some demo text: lorem ipsum ...
0,0.0011086751305574303,2478,This is some demo text: lorem ipsum ...
0,0.0011110178208324224,221,This is some demo text: lorem ipsum ...
0,0.0011250327062987684,138,This is some demo text: lorem ipsum ...
0,0.0011560871491702732,497,This is some demo text: lorem ipsum ...
0,0.0011614305625881093,2291,This is some demo text: lorem ipsum ...
0,0.0011616340247840562,2404,This is some demo text: lorem ipsum ...
0,0.001171281880110391,1730,This is some demo text: lorem ipsum ...
0,0.0011860416875547806,1382,This is some demo text: lorem ipsum ...
0,0.0011948990856750852,2290,This is some demo text: lorem ipsum ...
0,0.0011965255774354225,1207,This is some demo text: lorem ipsum ...
0,0.0012020689004856077,2297,This is some demo text: lorem ipsum ...
0,0.0012103910419295223,1112,This is some demo text: lorem ipsum ...
0,0.0012204918634068913,2430,This is some demo text: lorem ipsum ...
0,0.0012296197018173778,306,This is some demo text: lorem ipsum ...
0,0.001233642445129108,2387,This is some demo text: lorem ipsum ...
0,0.001235885185649643,107,This is some demo text: lorem ipsum ...
0,0.0012407055955415633,627,This is some demo text: lorem ipsum ...
0,0.0012412678413791652,1735,This is some demo text: lorem ipsum ...
0,0.0012450654593146654,731,This is some demo text: lorem ipsum ...
0,0.0012814978799929105,981,This is some demo text: lorem ipsum ...
0,0.0012905280598735855,1817,This is some demo text: lorem ipsum ...
0,0.0012913118685631054,662,This is some demo text: lorem ipsum ...
0,0.0013091951019570535,1360,This is some demo text: lorem ipsum ...
0,0.0013190490152948657,736,This is some demo text: lorem ipsum ...
0,0.0013207335139125908,112,This is some demo text: lorem ipsum ...
0,0.0013826756227439873,1672,This is some demo text: lorem ipsum ...
0,0.0013842541666122543,1879,This is some demo text: lorem ipsum ...
0,0.001385730202369123,678,This is some demo text: lorem ipsum ...
0,0.0013867560247170486,2284,This is some demo text: lorem ipsum ...
0,0.0013944506647317288,1856,This is some demo text: lorem ipsum ...
0,0.0013991927194489402,1797,This is some demo text: lorem ipsum ...
0,0.0013996403268173264,949,This is some demo text: lorem ipsum ...
0,0.0014124095425034637,2280,This is some demo text: lorem ipsum ...
0,0.001425819889112398,2249,This is some demo text: lorem ipsum ...
0,0.001434197865386796,1188,This is some demo text: lorem ipsum ...
0,0.0014605116109580522,179,This is some demo text: lorem ipsum ...
0,0.0014719176443832886,1862,This is some demo text: lorem ipsum ...
0,0.0014740693026822974,1917,This is some demo text: lorem ipsum ...
0,0.0015275692445545976,1872,This is some demo text: lorem ipsum ...
0,0.0015707581668686508,1582,This is some demo text: lorem ipsum ...
0,0.0015759943020409299,1197,This is some demo text: lorem ipsum ...
0,0.0015843677590660122,572,This is some demo text: lorem ipsum ...
0,0.0015883535545816456,2011,This is some demo text: lorem ipsum ...
0,0.0016105906956775506,2017,This is some demo text: lorem ipsum ...
0,0.0016619875294722353,1045,This is some demo text: lorem ipsum ...
0,0.001685075227115221,2412,This is some demo text: lorem ipsum ...
0,0.001699237149267474,1171,This is some demo text: lorem ipsum ...
0,0.001706613863283007,2359,This is some demo text: lorem ipsum ...
0,0.001708036687312206,626,This is some demo text: lorem ipsum ...
0,0.0017174428789727115,865,This is some demo text: lorem ipsum ...
0,0.0017298907372945242,1806,This is some demo text: lorem ipsum ...
0,0.0017307742004369973,672,This is some demo text: lorem ipsum ...
0,0.0017428104473479122,295,This is some demo text: lorem ipsum ...
0,0.001743380774051341,976,This is some demo text: lorem ipsum ...
0,0.0017540636670505122,1610,This is some demo text: lorem ipsum ...
0,0.0017673170678684017,916,This is some demo text: lorem ipsum ...
0,0.0017695771994675326,38,This is some demo text: lorem ipsum ...
0,0.001788776626772357,2110,This is some demo text: lorem ipsum ...
0,0.001795534161235694,946,This is some demo text: lorem ipsum ...
0,0.0017966588722509813,2294,This is some demo text: lorem ipsum ...
0,0.0018336476490268309,1883,This is some demo text: lorem ipsum ...
0,0.00184627078720067,563,This is some demo text: lorem ipsum ...
0,0.0018644293628341598,821,This is some demo text: lorem ipsum ...
0,0.0018876711244890819,2257,This is some demo text: lorem ipsum ...
0,0.0019009908247873118,1174,This is some demo text: lorem ipsum ...
0,0.0019084541193322465,844,This is some demo text: lorem ipsum ...
0,0.0019219353040081794,2342,This is some demo text: lorem ipsum ...
0,0.0019380919409382228,119,This is some demo text: lorem ipsum ...
0,0.0019502954846565717,1214,This is some demo text: lorem ipsum ...
0,0.001966691372251117,2304,This is some demo text: lorem ipsum ...
0,0.0019769333499407003,44,This is some demo text: lorem ipsum ...
0,0.001990119199625814,273,This is some demo text: lorem ipsum ...
0,0.0019985013792336117,647,This is some demo text: lorem ipsum ...
0,0.002023578848492347,2073,This is some demo text: lorem ipsum ...
0,0.0020387074873946184,954,This is some demo text: lorem ipsum ...
0,0.002076851425195642,1576,This is some demo text: lorem ipsum ...
0,0.0020961882142055714,919,This is some demo text: lorem ipsum ...
0,0.00212841356449173,496,This is some demo text: lorem ipsum ...
0,0.0021294557119399533,1812,This is some demo text: lorem ipsum ...
0,0.002136335150517834,1976,This is some demo text: lorem ipsum ...
0,0.0021555660287051054,2453,This is some demo text: lorem ipsum ...
0,0.0021584847410314302,253,This is some demo text: lorem ipsum ...
0,0.0021892555941006218,114,This is some demo text: lorem ipsum ...
0,0.002191798297874624,195,This is some demo text: lorem ipsum ...
0,0.0022176395166940885,217,This is some demo text: lorem ipsum ...
0,0.002254192800214997,56,This is some demo text: lorem ipsum ...
0,0.002260320952745132,2226,This is some demo text: lorem ipsum ...
0,0.0022792837711617755,491,This is some demo text: lorem ipsum ...
0,0.002297231355035146,2326,This is some demo text: lorem ipsum ...
0,0.0022992035338170644,2207,This is some demo text: lorem ipsum ...
0,0.0022996865364255507,1833,This is some demo text: lorem ipsum ...
0,0.002316122835928518,979,This is some demo text: lorem ipsum ...
0,0.002343841013167575,2315,This is some demo text: lorem ipsum ...
0,0.0023541737513133425,2106,This is some demo text: lorem ipsum ...
0,0.002358267861960219,490,This is some demo text: lorem ipsum ...
0,0.0023778048231633446,2414,This is some demo text: lorem ipsum ...
0,0.0023812994960962365,1725,This is some demo text: lorem ipsum ...
0,0.002386981152091535,840,This is some demo text: lorem ipsum ...
0,0.002391583831220252,292,This is some demo text: lorem ipsum ...
0,0.002418761810948957,1140,This is some demo text: lorem ipsum ...
0,0.0024337101697252594,948,This is some demo text: lorem ipsum ...
0,0.0024524822937598673,2229,This is some demo text: lorem ipsum ...
0,0.0024548659461707087,1431,This is some demo text: lorem ipsum ...
0,0.0024562000722302543,1873,This is some demo text: lorem ipsum ...
0,0.0024698422813044622,1208,This is some demo text: lorem ipsum ...
0,0.002472249426863811,1383,This is some demo text: lorem ipsum ...
0,0.0024875699078433957,896,This is some demo text: lorem ipsum ...
0,0.0025005149918097287,2078,This is some demo text: lorem ipsum ...
0,0.0025197358194505837,1618,This is some demo text: lorem ipsum ...
0,0.002571274286479964,2363,This is some demo text: lorem ipsum ...
0,0.0025764136829105272,1183,This is some demo text: lorem ipsum ...
0,0.0025822379242811354,618,This is some demo text: lorem ipsum ...
0,0.002595324360568399,992,This is some demo text: lorem ipsum ...
0,0.0025995582392441237,1584,This is some demo text: lorem ipsum ...
0,0.0026076919895548197,510,This is some demo text: lorem ipsum ...
0,0.00262070698227878,669,This is some demo text: lorem ipsum ...
0,0.002663095283185639,1928,This is some demo text: lorem ipsum ...
0,0.002674784726055708,873,This is some demo text: lorem ipsum ...
0,0.0026826815356528586,2262,This is some demo text: lorem ipsum ...
0,0.0027219778076034025,825,This is some demo text: lorem ipsum ...
0,0.0027321048876634457,1620,This is some demo text: lorem ipsum ...
0,0.0027524474553365075,160,This is some demo text: lorem ipsum ...
0,0.0027693514080374087,747,This is some demo text: lorem ipsum ...
0,0.0027828134298566345,2364,This is some demo text: lorem ipsum ...
0,0.002827894906449909,2111,This is some demo text: lorem ipsum ...
0,0.0028318436632154592,1664,This is some demo text: lorem ipsum ...
0,0.0028488016440793924,48,This is some demo text: lorem ipsum ...
0,0.0028492627639853246,1795,This is some demo text: lorem ipsum ...
0,0.002863756257310206,2192,This is some demo text: lorem ipsum ...
0,0.0028843606253288272,464,This is some demo text: lorem ipsum ...
0,0.002891672274862053,19,This is some demo text: lorem ipsum ...
0,0.002946869576730342,1348,This is some demo text: lorem ipsum ...
0,0.0029497885322584522,2064,This is some demo text: lorem ipsum ...
0,0.0029608307386872097,708,This is some demo text: lorem ipsum ...
0,0.0030450266959313643,577,This is some demo text: lorem ipsum ...
0,0.0030638857756136472,576,This is some demo text: lorem ipsum ...
0,0.0030890056075943443,2114,This is some demo text: lorem ipsum ...
0,0.0030895171581180425,2120,This is some demo text: lorem ipsum ...
0,0.003124157766770508,240,This is some demo text: lorem ipsum ...
0,0.0031536048093429793,1733,This is some demo text: lorem ipsum ...
0,0.003170073627981588,2388,This is some demo text: lorem ipsum ...
0,0.0031882880040414925,1532,This is some demo text: lorem ipsum ...
0,0.0031938835039523224,593,This is some demo text: lorem ipsum ...
0,0.0032106126634925108,1515,This is some demo text: lorem ipsum ...
0,0.0032254273373145256,393,This is some demo text: lorem ipsum ...
0,0.0032310942910111578,580,This is some demo text: lorem ipsum ...
0,0.0033247998378903828,2466,This is some demo text: lorem ipsum ...
0,0.0033306536183766344,174,This is some demo text: lorem ipsum ...
0,0.0033317946321615014,2188,This is some demo text: lorem ipsum ...
0,0.0033340733239250572,2168,This is some demo text: lorem ipsum ...
0,0.003363545807709439,622,This is some demo text: lorem ipsum ...
0,0.003368647188322313,1651,This is some demo text: lorem ipsum ...
0,0.0033707083536050303,108,This is some demo text: lorem ipsum ...
0,0.0033720259937649933,375,This is some demo text: lorem ipsum ...
0,0.0033962686114825786,1623,This is some demo text: lorem ipsum ...
0,0.0034027856983440026,1604,This is some demo text: lorem ipsum ...
0,0.003444805877729733,1092,This is some demo text: lorem ipsum ...
0,0.0034639210004721987,1376,This is some demo text: lorem ipsum ...
0,0.0034888545268682053,1349,This is some demo text: lorem ipsum ...
0,0.003497930195615467,373,This is some demo text: lorem ipsum ...
0,0.0035083137783942166,553,This is some demo text: lorem ipsum ...
0,0.003511682177059138,2332,This is some demo text: lorem ipsum ...
0,0.0035270360284728234,1663,This is some demo text: lorem ipsum ...
0,0.0035276935712620196,1986,This is some demo text: lorem ipsum ...
0,0.003539170050212477,515,This is some demo text: lorem ipsum ...
0,0.0035739336501750835,1153,This is some demo text: lorem ipsum ...
0,0.0036090884300931905,2113,This is some demo text: lorem ipsum ...
0,0.003626768100175738,1841,This is some demo text: lorem ipsum ...
0,0.0036846793748016838,2457,This is some demo text: lorem ipsum ...
0,0.003689337614464133,587,This is some demo text: lorem ipsum ...
0,0.0037079499088591055,2208,This is some demo text: lorem ipsum ...
0,0.0037497316772680278,1957,This is some demo text: lorem ipsum ...
0,0.003802790910819441,420,This is some demo text: lorem ipsum ...
0,0.0038122738391655835,578,This is some demo text: lorem ipsum ...
0,0.0038222966397178605,1064,This is some demo text: lorem ipsum ...
0,0.0038325073668787728,327,This is some demo text: lorem ipsum ...
0,0.003855987468231164,173,This is some demo text: lorem ipsum ...
0,0.0038845003715723635,2256,This is some demo text: lorem ipsum ...
0,0.003887061624239365,2009,This is some demo text: lorem ipsum ...
0,0.003894882174149515,2084,This is some demo text: lorem ipsum ...
0,0.0039046694793974032,1662,This is some demo text: lorem ipsum ...
0,0.0039409746763759,1333,This is some demo text: lorem ipsum ...
0,0.0039944262142112535,764,This is some demo text: lorem ipsum ...
0,0.004025615206005359,2108,This is some demo text: lorem ipsum ...
0,0.00402569146140881,86,This is some demo text: lorem ipsum ...
0,0.0040495106082196865,2141,This is some demo text: lorem ipsum ...
0,0.0040625145901170105,1040,This is some demo text: lorem ipsum ...
0,0.004095596461990671,571,This is some demo text: lorem ipsum ...
0,0.0041159265513372725,1189,This is some demo text: lorem ipsum ...
0,0.004138150931862636,1282,This is some demo text: lorem ipsum ...
0,0.004165779450067844,2025,This is some demo text: lorem ipsum ...
0,0.004176121986304509,1726,This is some demo text: lorem ipsum ...
0,0.004186938261437251,1655,This is some demo text: lorem ipsum ...
0,0.004199407028390744,1050,This is some demo text: lorem ipsum ...
0,0.004213350107128778,1161,This is some demo text: lorem ipsum ...
